,Product Name,Product Descriptions
646,Home Free - Dive Bar Saints - CD,"2019 release from the country act. The album features 12 tracks, 10 of which are original songs. The two covers include Vince Gill's 1994 hit quot;Go Rest High on That Mountainquot; and John Denver's 1971 classic quot;Take Me Home, Country Roads.quot; The original music features band members Austin Brown (high tenor) and Tim Foust (bass) as co-writers on several songs. quot;We've been waiting for a special time to release an album like Dive Bar Saints,quot; Foust shares. quot;With a couple of us being able to write on it and release it on our own label - we're so proud of this record.quot;Home Free - Dive Bar Saints - CD"
647,Greatest Hits So Far,"2014 collection from the Country outfit. Of the 14 tracks on GREATEST HITS SO FAR, 11 of them were #1 on the Country charts. Includes Chicken Fried, Whatever It Is, Free and more.Zac Brown - Greatest Hits So Far - CD:  Keep Me in Mind No Hurry The Wind Jump Right in Goodbye in Her Eyes "
648,Three Cheers for Sweet Revenge (Explicit) (CD),"THREE CHEERS FOR SWEET REVENGE, the major-label debut album from My Chemical Romance, is one of the years most anticipated albums. With influences ranging from Iron Maiden and the Misfits to Morrissey. The first single is quot;I'm Not Ok (I Promis).quot;Three Cheers for Sweet Revenge (explicit)"
649,Andy Shauf - Party - Vinyl,Details Coming SoonDetails Coming Soon
650,Taylor Swift - Taylor Swift - Vinyl,"Double vinyl LP pressing in gatefold sleeve. 2006 self-titled debut studio album by superstar Taylor Swift. Swift was 16 years old at the time of the album's release and wrote it's songs during her freshman year of high school. Swift has writing credits on all of the album's songs, including those co-written with Liz Rose. Double vinyl LP pressing in gatefold sleeve. 2006 self-titled debut studio album by superstar Taylor Swift. Swift was 16 years old at the time of the album's release and wrote it's songs during her freshman year of high school. Swift has writing credits on all of the album's songs, including those co-written with Liz Rose. Swift experimented with several producers, ultimately choosing Nathan Chapman, who had produced her demo album. Musically, the album is country music styled, and lyrically it speaks of romantic relationships, a couple of which Swift wrote from observing relationships before being in one."
651,Purple Rain (Blu-ray),The Kid fights his rival for a singer and Minneapolis rock-club success.Purple Rain (Blu-ray)
652,Alan Jackson - Let It Be Christmas - CD,"2017 holiday release. One of country music's most awarded performers has recorded some of his favorite songs of the season. Alan Jackson's unmistakable voice rounds out nostalgic renditions of 'White Christmas,' 'Silent Night,' 'The Christmas Song' and more with this timeless collection of holiday classics. This two-time Grammy Award winner's down-home style creates a country Christmas soundtrack that will inspire listeners with messages of hope and love during this special time of year.Alan Jackson - Let It Be Christmas - CD"
653,Kirk Franklin - Long Live Love - CD,"2019 release. Kirk Franklin returns with Long Live Love, his long-awaited, and highly-anticipated album. Long Live Love is Franklin's first new release since 2014's Losing My Religion and also commemorates the 25th anniversary since his debut, Kirk Franklin & The Family. Long Live Love includes 12 original songs, crafted by Franklin and features him and his immensely talented arsenal of singers, which includes Isaac Carree, Eric Dawkins, Sunday Best winner Amber Bullock, along with Franklin-faithfuls Anaysha Figueroa-Cooper, Charmaine Swimpson-Broome, and new additions to the ensemble Minon Sarten, Michael Bethany, Melody Pace, and DeeDee Yancey-Mackey.Kirk Franklin - Long Live Love - CD"
654,Reba McEntire - Rumor Has It (30th Anniversary Edition) - CD,"Reba McEntire will be re-releasing her Triple Platinum album - Rumor Has It on September 11th. It is the 30th Anniversary of this iconic album and to help celebrate this, the album will have bonus tracks that have never before been released. Rumor Has It is the 17th studio album by Reba McEntire. It was released on September 4, 1990. The album contained 4 Top 10 hits including- quot;Rumor Has Itquot;, quot;Fancyquot;, and the #1 Song-quot;You Liequot;. The album reached #2 on the Top Current Country Albums chart.Reba McEntire - Rumor Has It (30th Anniversary Edition) - CD"
655,Trolls: World Tour / O.S.T. - Trolls: World Tour (Original Motion Picture Soundtrack) - CD," Trolls World Tour continues to follow Anna Kendrick and Justin Timberlake's characters Queen Poppy and Branch as they go on an adventure that will take them well beyond what they've known before, Poppy (Kendrick) and Branch (Timberlake) discover that they are but one of six different Troll tribes scattered over six different lands and devoted to six different kinds of music: Funk, Country, Techno, Classical, Pop and Rock. Their world is about to get a lot bigger and a whole lot louder.Trolls: World Tour / O.S.T. - Trolls: World Tour (Original Motion Picture Soundtrack) - CD Soundtracks Original soundtrack to the 2020 motion picture."
656,Solange - When I Get Home - Vinyl,"Limited clear vinyl LP pressing. When I Get Home is the 2019 album from Grammy Award-winning singer/songwriter and visual artist Solange Knowles. This release represents the next phase in Solange's evolution as an artist, and is the follow up to her critically acclaimed 2016 album A Seat at the Table. The album is an exploration of origin. It asks the question how much of ourselves do we bring with us versus leave behind in our evolution. The artist returned to Third Ward Houston to answer this. When I Get Home was written, performed, and executive produced by Solange, and includes contributions from Tyler, the Creator, Chassol, Playboi Carti, Standing on the Corner, Panda Bear, Devin the Dude, The-Dream, and more. It also features samples from Third Ward's own Debbie Allen, Phylicia Rashad, poet Pat Parker, and Scarface.Solange - When I Get Home - Vinyl"
657,No Doubt - Tragic Kingdom - Vinyl,"NO DOUBT / TRAGIC KINGDOMVinyl LP pressing. TRAGIC KINGDOM was the third studio album by American rock band No Doubt. It is the final album to feature original keyboardist Eric Stefani, who left in 1994. The album was produced by Matthew Wilder and recorded in eleven studios in the Greater Los Angeles Area between March 1993 and October 1995. Between 1995 and 1998, seven singles were released from it, including 'Just a Girl', which charted on the Billboard Hot 100 and the UK Singles Chart; and 'Don't Speak', which reached #1 on the Billboard Hot 100 Airplay and peaked in the top five of many international charts. It has sold over sixteen million copies worldwide; and was certified diamond by the Recording Industry Association of America (RIAA) in the United States and Canada, platinum in the United Kingdom, and triple platinum in Australia."
658,Panic at the Disco - Pray For The Wicked - Vinyl,"Vinyl LP pressing including digital download. 2018 release from the alt-rockers. quot;After being away in New York for months doing Kinky Boots, I just wanted to hang out at home when I got back to LA. I was so revved up that I asked some friends to come over to my home studio to help me write about all the incredible things I've experienced the last couple of years,quot; said Brendon Urie, Panic! At the Disco frontman. quot;Pray For The Wicked is my 'thank you' to our fans and the most fun I've ever had making album.quot; Award-winning internationally acclaimed rock band Panic! At the Disco released their fifth studio album, Death of a Bachelor, in January 2016. The album debuted at #1 on the Billboard 200 chart. Most recently, frontman Brendon Urie starred as Charlie Price in the critically acclaimed Broadway hit Kinky Boots.Pray For The Wicked (Vinyl)"
659,"Rascal Flatts - Greatest Hits, Vol. 1 [Jewel Case] - CD","2008 single disc collection of the band's Greatest Hits. Includes seven #1 singles and four top 5 hits. Features the song 'Life is a Highway from movie Cars.Rascal Flatts sold more albums than any other country band of the 2000s, but even so, there's no denying that they're a quintessential singles act -- which makes this first compilation of hits most welcome. Greatest Hits, Vol. 1 contains 13 tracks, which is enough to include all the major hits from ""Praying for Daylight"" to ""What Hurts the Most"" but not quite enough to cover every charting single they've had. Surprisingly, there are some pretty big hits like ""Me and My Gang"" and ""Take Me There"" missing, but their absence isn't enough to keep this from being a good collection of highlights from Rascal Flatts' first five albums. [That said, the bonus disc of three holiday tunes included in the initial pressings of the album is a bit too mercenary for its own good, emphasizing the holiday release of Greatest Hits, Vol. 1 more than the music.] ~ Stephen Thomas Erlewine, All Music Guide"
660,Slaughter - Stick It To Ya - Vinyl,Slaughter - Stick It To Ya - Vinyl
661,Gary Allan - Greatest Hits - CD,"Gary Allan's GREATEST HITS includes 15 hits like quot;A Feeling Like Thatquot;, quot;Songs About Rainquot;. quot;Man to Manquot;, quot;Best I Ever Hadquot; and many more.Gary Allan - Greatest Hits - CD"
662,Genesis - Turn It on Again: The Hits - CD,"The 18 songs collected here were some of the biggest smashes to hit radio and the growing world of music videos in the eighties and beyond. Songs like Land of Confusion, Invisible Touch and I Cant Dance made Genesis one of t the biggest touring arena bands and made members Tony Banks, Phil Collins and Mike Rutherford household names.Originally, there were plans for two Genesis box sets -- one covering the classic Peter Gabriel era, the other chronicling the band's development into hit-makers under the direction of Phil Collins. The Gabriel set was released in 1998, but instead of a second box following it in 1999, the single-disc Turn It on Again: The Hits appeared. Truth be told, it was a wise move, because even if the Collins set appears, there will be a market for a concise collection of hits, which Turn It on Again more or less is. Since Genesis had such a prolific career and had so many hits, it should come as no surprise that the compilation isn't complete, but it's a little disappointing to discover that such latter-day non-entities as ""Hold on My Heart"" (from the last Collins album, We Can't Dance) and ""Congo"" (from the post-Collins album, Calling All Stations) are included in favor of such fine singles as ""Paperlate"" or ""Man on the Corner."" But that's nitpicking, since all the big hits are here: ""Turn It on Again,"" ""Invisible Touch,"" ""Follow You, Follow Me,"" ""Tonight, Tonight, Tonight,"" ""In Too Deep,"" ""That's All,"" ""Misunderstanding,"" ""Throwing It All Away,"" and the list goes on and on. True, the sublime Gabriel number ""I Know What I Like (In Your Wardrobe)"" sounds completely out of place sandwiched between ""Abacab"" and ""No Son of Mine,"" but it's nice to have it here. Similarly, ""The Carpet Crawlers 1999,"" reworked as a duet between Collins and Gabriel, is a surprisingly effective re-recording, and a nice inclusion. It may not be enough to convince hardcore fans that they need Turn It on Again, but this album is really for listeners who've thought of Genesis as a singles act, and they're not going to be disappointed by this. ~ Stephen Thomas Erlewine, Rovi"
663,Adele - 25 - Vinyl,"Vinyl LP pressing. Highly anticipated 2015 album from British singer/songwriter and pop superstar Adele. 25 is her first new music since her Oscar winning single Skyfall in 2012. Hello is the debut single from 25. x""25"" is the highly anticipated new album from Adele, and is her first new music since her Oscar winning single ""Skyfall"" in 2012. ""Hello"" is the debut single from ""25."" The cinematic video for ""Hello"" was shot in the countryside surrounding Montreal and is directed by the celebrated young Canadian director Xavier Dolan (""Mommy,"" ""Tom at the Farm"")."
664,Mothers Milk (Vinyl) (explicit) (Limited Edition),"Mother's Milk is the fourth studio album by the American rock band Red Hot Chili Peppers, released on August 16, 1989, on EMI Records. After the death of founding guitarist Hillel Slovak and subsequent departure of drummer Jack Irons, vocalist Anthony Kiedis and bassist Flea regrouped with the addition of guitarist John Frusciante and drummer Chad Smith. Frusciante's influence altered the band's sound by placing more emphasis on melody than rhythm, which had dominated the band's previous material. Returning producer Michael Beinhorn favored heavy metal guitar riffs as well as overdubbing that was perceived by Frusciante as excessive, and as a result Beinhorn and Frusciante constantly fought over the album's guitar sound. The record was a greater commercial success than any of the Chili Peppers' three previous studio albums. Mother's Milk peaked at number 52 on the Billboard 200 and received widespread recognition for singles quot;Knock Me Downquot; and the Stevie Wonder cover quot;Higher Groundquot;. The album became their first gold record in early 1990, and was the first step for the band in achieving international success. Although the record was not met with the same positive critical reception that it's predecessor The Uplift Mofo Party Plan (1987) had garnered, Mother's Milk quot;turned the tide and transformed the band from underground funk-rocking rappers to mainstream bad boys with seemingly very little effortquot;. Mother's Milk would eventually go platinum.Mothers Milk (Vinyl) (explicit) (Limited Edition)"
665,The Bee Gees - Timeless: The All-Time Greatest Hits - CD,"2017 collection from one of the most successful bands of the rock era. The Bee Gees formed in 1958. Their line-up consisted of brothers Barry, Robin and Maurice Gibb. The trio were successful for most of their decades of recording music, but they had two distinct periods of exceptional success; as a popular music act in the late 1960s and early 1970s, and as prominent performers of the disco music era in the mid-to-late 1970s. The group sang recognizable three-part tight harmonies; Robin's clear vibrato lead vocals were a hallmark of their earlier hits, while Barry's R&B falsetto became their signature sound during the mid-to-late 1970s and 1980s. The Bee Gees wrote all of their own hits, as well as writing and producing several major hits for other artists. The Bee Gees have sold more than 220 million records worldwide, making them one of the world's best-selling music artists of all time. They were inducted into the Rock and Roll Hall of Fame in 1997. The Bee Gees' Hall of Fame citation says quot;Only Elvis Presley, the Beatles, Michael Jackson, Garth Brooks and Paul McCartney have outsold the Bee Gees.quot;The Bee Gees - Timeless: The All-Time Greatest Hits - CD"
666,Santana - Supernatural (Walmart Exclusive) - Vinyl,"Walmart exclusive - White Vinyl. Supernatural is the eighteenth studio album by Latin rock band Santana, released on June 15, 1999 on Arista Records. After the group found themselves without a label in the mid-1990s, founding member and guitarist Carlos Santana began talks with Arista president Clive Davis, who first signed the group in 1969, which led to a new record deal. The pair collaborated with A&R man Pete Ganbarg on the production of Supernatural as Santana wanted to focus his musical direction towards pop and radio friendly material and proceeded to do so by collaborating with various contemporary guest artists, including Eric Clapton, Rob Thomas, Eagle-Eye Cherry, Lauryn Hill, Dave Matthews, Maná, KC Porter and Cee-Lo Green. Supernatural became a significant commercial success worldwide. It reached # 1 in eleven countries, including the US for 12 non-consecutive weeks where it is certified 15× Platinum. The first of six singles from the album, quot;Smoothquot; featuring Matchbox Twenty singer Rob Thomas, was a number one success worldwide and topped the Billboard Hot 100 chart for 12 weeks.Santana - Supernatural (Walmart Exclusive) (Vinyl)"
667,Taylor Swift - Speak Now - Vinyl,"Double vinyl LP pressing. 2010 release, the third album from the Country/Pop superstar. Speak Now is the follow-up to her multi-million-selling 2008 album, Fearless. The 21-year-old singer/songwriter wrote the entire album on her own and co-produced with longtime collaborator Nathan Chapman, who worked with her on Fearless and her 2006 self-titled debut. Features the single 'Mine'.Speak Now (Vinyl)"
668,Tyler Childers - Country Squire - Vinyl,Indie exclusiveCountry Squire (Vinyl)
669,The Eagles - Hotel California: 40th Anniversary Edition - CD,"Single disc edition includes 16-page booklet. Digitally remastered 40th Anniversary edition. Hotel California is the fifth studio album by The Eagles, and is one of the best-selling albums of all time. Three singles were released from the album, each reaching high in the Billboard Hot 100: quot;New Kid in Townquot; (#1), quot;Hotel Californiaquot; (#1), and quot;Life in the Fast Lanequot; (#11). The album became the band's best-selling album after Their Greatest Hits (1971-1975), with over 16 million copies sold in the U.S. alone and over 32 million copies sold worldwide.The Eagles - Hotel California: 40th Anniversary Edition - CD"
670,Elvis Presley - 50 Greatest Hits - CD,Elvis Presley - 50 Greatest Hits - CD
671,Skillet - Victorious: The Aftermath - CD,Skillet - Victorious: The Aftermath - CD
672,"Cinderella - Rocked, Wired and Bluesed: The Greatest Hits - CD","This collection features all of their greatest moments. Cinderella's Rocked, Wired & Bluesed: The Greatest Hits is intended to replace the 1997 compilation Once Upon A ... as a full-length, single-disc retrospective on the group. Like Once Upon A ..., it contains all eight of Cinderella's Billboard Hot 100 hits and 11 of its 12 entries in Billboard's Mainstream Rock radio chart. (In both cases, the exception is ""Bad Attitude Shuffle."") But the newer collection adds the album tracks ""Night Songs"" from the debut album of the same name; ""Bad Seamstress Blues/Fallin' Apart at the Seams,"" ""Long Cold Winter,"" and ""If You Don't Like It,"" from the second album, Long Cold Winter, and ""Winds of Change"" from the third album, Heartbreak Station. And instead of including ""Through the Rain"" from the disappointing fourth album, Still Climbing, it chooses ""Blood From a Stone."" The rarities ""War Stories"" and ""Move Over"" are also missing, along with ""Love's Got Me Doin' Time"" from Heartbreak Station. In total, Rocked, Wired & Bluesed: The Greatest Hits is two tracks and ten minutes longer than Once Upon A ... and is a marginal improvement over its predecessor. But fans who already own the earlier compilation don't have much reason to plump for the newer one. ~ William Ruhlmann, All Music Guide"
673,Lewis Capaldi - Grace - CD,Lewis Capaldi - Grace - CD
674,Bing Crosby - Christmas Collection: 20th Century Masters - CD,"Includes Adeste Fideles; Silent Night; FirstNnoel; I'll Be Home for Christmas; Jingle Bells; Silver Bells; Sleigh Ride; White Chrismas, and many more. 18 in all.."
675,Journeyman (CD),"Certified at 2 million units by the RIAA. (2/01)For most of the '80s, Eric Clapton seemed rather lost, uncertain of whether he should return to his blues roots or pander to AOR radio. By the mid-'80s, he appeared to have made the decision to revamp himself as a glossy mainstream rocker, working with synthesizers and drum machines. Instead of expanding his audience, it only reduced it. Then came the career retrospective Crossroads, which helped revitalize his career, not only commercially, but also creatively, as Journeyman -- the first album he recorded after the success of Crossroads -- proved. Although Journeyman still suffers from an overly slick production, Clapton sounds more convincing than he has since the early '70s. Not only is his guitar playing muscular and forceful, his singing is soulful and gritty. Furthermore, the songwriting is consistently strong, alternating between fine mainstream rock originals (""Pretending"") and covers (""Before You Accuse Me,"" ""Hound Dog""). Like any of Clapton's best albums, there is no grandstanding to be found on Journeyman -- it's simply a laid-back and thoroughly engaging display of Clapton's virtuosity. On the whole, it's the best studio album he's released since Slowhand. ~ Stephen Thomas Erlewine, All Music Guide"
676,Elvis Presley - Elvis Presley The Movie Soundtracks: 20 Original Albums - CD,"2014 twenty CD box set. Elvis is best known for his musical talents, but he was also blessed with a charismatic presence on screen and these qualities are perfectly married together in this essential collection of his original movie soundtracks. As well as 17 original soundtracks, this collection also features 3 new compilations of JAILHOUSE ROCK (original rare South African release), FOLLOW THAT DREAM (a compilation of FLAMING STAR, FOLLOW THAT DREAM and KID GALAHAD) and VIVA LAS VEGAS. Each CD is presented in individual replica LP covers and housed in a handy cube box. So whether you're GIRL HAPPY or have the G.I. BLUES, the Elvis Soundtracks box is the perfect addition to any Elvis fans collection.Elvis Presley - Elvis Presley The Movie Soundtracks: 20 Original Albums - CD"
677,Lauryn Hill - Miseducation of Lauryn Hill - Vinyl,"The Miseducation of Lauryn Hill is the debut solo album studio by Lauryn Hill. Released August 25, 1998, the album swept the Grammy Awards in 1999, being nominated for 10 and winning five. As of 2009, the album has sold over 19 million copies worldwide and over 10 million copies in the US alone, with the RIAA giving it Diamond status.Miseducation of Lauryn Hill (Vinyl)"
678,Hiatus Kaiyote - Choose Your Weapon [Limited Transparent Pink Colored Vinyl],"Limited pink vinyl LP pressing. Wrapped in soul, blending poetry and polyrhythms, the music of Hiatus Kaiyote is in a lane all by itself. The Grammy-nominated four-piece band returns to stereos worldwide with their album Choose Your Weapon.Hiatus Kaiyote - Choose Your Weapon [Limited Transparent Pink Colored Vinyl]"
679,Various Artists - WOW Hits 2018 (Various Artists) - CD,"Deluxe edition includes six bonus tracks. Two CD collection. This just in-the album you wait for every year! Find the encouragement you need to stand firm in your faith and shine God's light with this cutting-edge collection of 30 chart-topping hits. It's guaranteed to be on constant replay as you take every lyric to heart-and in years to come, it'll bring back all your favorite memories of 2018!.Various Artists - WOW Hits 2018 (Various Artists) - CD"
680,Heart - Greatest Hits 1985-1995 - CD,"Eighteen tracks, seven top ten hits and 10 years of music, on one great compilation! Heart - Greatest Hits 1985-1995 - CD  Rock Tracks include ""Alone,"" ""What About Love,"" ""These Dreams,"" ""All I Wanna Do Is Make Love to You"" and more! Record Label:Capitol "
681,Iron Maiden - Live After Death - CD,"Reissue. Two CDs. Live After Death is a live album by heavy metal outfit Iron Maiden, originally released in October 1985. It was recorded at Long Beach Arena, California and Hammersmith Odeon, London during the band's World Slavery Tour.Iron Maiden - Live After Death - CD"
682,100 Hits: The Best Country Album (CD),"2018 five CD collection. 100 Hits: The Best Country Album contains the defining tracks of country, including songs from: Dolly Parton, Johnny Cash, Tammy Wynette, Kris Kristofferson, Elvis Presley, Willie Nelson, Janis Joplin, Charlie Rich, The Charlie Daniels Band and many others.100 Hits: The Best Country Album (CD)"
683,Yusuf (Cat Stevens)- Tea For The Tillerman 2 - CD,"50 years after the original made him a global superstar Yusuf / Cat Stevens has rerecorded an entirely new version of his 1970 classic album Tea For The Tillerman. With many of the album's songs sounding more relevant than ever today, Tea For The Tillerman 2 offers up striking and sensitive new renditions of stone-cold classics like quot;Father And Son,quot; quot;Wild World,quot; and quot;Where Do The Children Play?quot;Cat ) Yusuf ( Stevens - Tea For The Tillerman 2 - CD"
684,Montgomery Gentry - Greatest Hits - CD,Montgomery Gentry - Greatest Hits - CD
685,Mazzy Star - Among My Swan - Vinyl,"Mazzy Star's third and final album, originally released in 1996, is a perfect finale to the band's career, another fine LP of hushed folk-rock and gentle psychedelia. The atmospheric guitar work of David Roback and the hauntingly gorgeous vocals of Hope Sandoval are complimented here with help from William Reed of the Jesus & Mary Chain among others. Reissued on 180 gram vinyl with deluxe tip-on jacket and printed inner sleeve.Among My Swan (Vinyl)"
686,Gary Puckett - Super Hits - CD,"The biggest hits and more by the feel-good band of the late '60s! Their spins on By the Time I Get to Phoenix and I Just Don't Know What to Do with Myself join the smashes Young Girl; Lady Willpower; Woman, Woman; Over You; This Girl Is a Woman Now, and more.For a brief time in the late '60s, Gary Puckett had the world at his feet -- well, at least he had a string of Top Ten singles, highlighted by ""Woman, Woman,"" ""Young Girl,"" ""Lady Willpower,"" ""Over You"" and ""This Girl Is a Woman Now."" His powerful emoting, along with the melodramatic productions, made these singles hits; his backing band the Union Gap were always billed on the records, but they were kind of drowned out by the strings, backing vocals, horns and other studio trickery. These singles were state-of-the-art mainstream pop in the late '60s, and they remain radio favorites years after their initial release. That's why it seems a little strange that there has never been a definitive greatest-hits collection assembled in the CD age. It's a little less surprising when you dig into his catalog, since the also-ran singles and album tracks are primarily of interest to pop fetishists interested in artifacts of the time. That's why Collectables' Golden Classics Edition doesn't work for the public at large -- record collectors may find it of interest, but the less dedicated only need about five songs, not 27 tracks. And that's why Sony's budget-line Super Hits is a nice addition to Puckett's CD catalog. Like any other Super Hits volume, it's brief, but in this case that's a positive attribute, since that means there's less filler than on other collections. All of the big hits are here -- not just the aforementioned smashes, but also ""Don't Give In to Him"" -- plus good covers of such standards as ""By the Time I Get to Phoenix"" and ""I Just Don't Know What to Do With Myself."" There are no revelations among the songs that weren't hits, but the conciseness of the collection makes this the best way to pick up Puckett's hits on CD. ~ Stephen Thomas Erlewine, All Music Guide"
687,The Beatles - Sgt Pepper's Lonely Hearts Club Band (2017 Stereo Mix) - Vinyl,"Limited 180gm vinyl LP pressing of 2017 remix of The Beatles' Sgt. Pepper's Lonely Hearts Club Band. Produced by Giles Martin, the album's new stereo mix was sourced directly from the original four-track session tapes. The Beatles - Sgt Pepper's Lonely Hearts Club Band (2017 Stereo Mix) - Vinyl Praised by fans and music critics around the world, The Beatles' 'Sgt. Pepper' Anniversary Edition is 2017's most celebrated historical music release and an ideal gift for Beatle People here, there, and everywhere.  Released on May 26, 1967 in the United Kingdom and June 2, 1967 in the United States, it was an immediate commercial and critical success, spending 27 weeks at the top of the UK albums chart and 15 weeks at #1 in the US. On release, the album was lauded by the vast majority of critics for it's innovations in music production, songwriting and graphic design for bridging a cultural divide between popular music and legitimate art and for providing a musical representation of it's generation and the contemporary counterculture.  It won four Grammy Awards in 1968, including Album of the Year, the first rock LP to receive this honor."
688,System of a Down - Hypnotize - Vinyl,"Double vinyl LP pressing. Hypnotize is the fifth studio album by Armenian American heavy metal band System of a Down. It was released on November 22, 2005, six months after the release of it's companion album Mezmerize. Mezmerize and Hypnotize both debuted at number #1 on the Billboard 200 albums chart, making the band one of the few to achieve this with two albums in the same year. Hypnotize was System of a Down's last studio album before their four-year hiatus from August 2006 to November 2010 and is still their most recent album. System of a Down is from Glendale, California, formed in 1994. The band achieved commercial success with the release of five studio albums, three of which debuted at #1 on the Billboard 200. System of a Down has been nominated for four Grammy Awards.Hypnotize (Vinyl)"
689,The Eminem Show (Cassette),Details Coming SoonThe Eminem Show (Cassette)
690,The 1975 - Notes On A Conditional Form - Vinyl,Double clear vinyl LP pressing housed in 100% recycled sleeve. 2020 release. Notes On A Conditional Form is The 1975's highly anticipated fourth studio album. The 22-track epic includes hit singles quot;Peoplequot; and quot;Me & You Together Songquot;. The band worked to use as little plastic as possible in the manufacturing of the product.The 1975 - Notes On A Conditional Form - Vinyl
691,The Very Best Of Emmylou Harris (CD),"The sublime singer's first ever career spanning single CD retrospective. Spanning 1974-2005, this album has 20 stellar tracks including the brand new 2005 recording quot;The Connection.quot;The Very Best Of Emmylou Harris"
692,Mercyme - Playlist: Very Best of - CD,Mercyme - Playlist: Very Best of - CD
693,"The Twilight Saga: Breaking Dawn, Part 1 Soundtrack","The soundtrack for the latest TWILIGHT installment features 15 songs from artists like Bruno Mars, Christina Perri, the Noisettes, Iron and Wine, Carter Burwell and more.As the film adaptation of the Twilight saga moves into the first installment of its final chapter, Breaking Dawn, Pt. 1, the soundtrack continues to deliver the moody, autumnal atmosphere that typifies the series. Breaking from tradition of Twilight soundtracks past, there are no songs from dramatic art-proggers Muse this time, but listeners can still expect a mix of high-profile acts as well as rising stars. Bruno Mars offers the melancholy ballad ""It Will Rain"" with lyrics like ""'Cause there'll be no sunlight/If I lose you, baby"", reading like a page from Bella's diary, while Christina Perri ponders eternal love on ""A Thousand Years,"" a fitting theme for a human-vampire wedding., Rovi"
694,Rex Orange County- Apricot Princess- Vinyl,Coming soon. Coming soon.  
695,Five Finger Death Punch - A Decade Of Destruction - CD,"2017 collection that compiles the band's biggest radio singles from the past ten years. Additionally, the album includes two newly-recorded songs (quot;Troublequot; and quot;Gone Awayquot;), which should easily continue the band's string of hits at rock radio and satisfy the their legion of dedicated fans. Five Finger Death Punch is a heavy metal band from Las Vegas, Nevada. Formed in 2005, the band's name comes from the kung fu movie The Five Fingers of Death. Five Finger Death Punch's debut album The Way of the Fist was released in 2007, which began achieving rapid success and selling over 500, 000 copies each in the United States. The 2009 follow-up album War Is the Answer further increased their popularity, selling over 1, 000, 000 copies and was certified platinum by the RIAA, The band's third album, American Capitalist, was released on October 11, 2011 and achieved Gold status within the year. The following 3 albums (Wrong Side Of Heaven Vol 1. and Vol 2., and Got Your Six) all had been certified gold making 5FDP one of the most successful Heavy Metal bands of the decade.Five Finger Death Punch - A Decade Of Destruction - CD"
696,Duke Ellington - Money Jungle - Vinyl,"Limited 180gm vinyl LP pressing in gatefold jacket. Blue Note Tone Poet Series release. In 1962 Duke Ellington, Charles Mingus and Max Roach recorded Money Jungle, one of the most celebrated jazz trio albums of all time. Generational and stylistic differences between the three created fearless music. The album features some of Ellington's indelible compositions including quot;Caravan,quot; quot;Solitude,quot; and a stunning version of quot;Le Fleurs Africaines (African Flower).quot;Duke Ellington - Money Jungle - Vinyl"
697,Lovely Day (CD),"2006 compilation album from the Soul songwriter / singer / guitarist whose smooth voice, subtle singing and glorious songs have influenced many modern R&B and Pop artists. This CD compiles together songs from his remarkable early 1970s Sussex albums as well as gems from the later 1970s. 20 tracks including 'Lean on Me', 'Ain't No Sunshine', 'Just the Two of Us', 'Grandma's Hands', 'Use Me' plus the classic 'Lovely Day' (Full Phatt Remix). Catalogue.Lovely Day"
698,Queen + Adam Lambert - Platinum Edition - CD,Reissue. Three CD collection that brings together all three volumes of Queen's Greatest Hits series.Queen + Adam Lambert - Platinum Edition - CD
699,Otis Redding - I've Been Loving You Too Long & Other Hits - CD,"The title track plus That's How Strong My Love Is; Satisfaction; Respect; Mr. Pitiful, and more.Otis Redding - I've Been Loving You Too Long & Other Hits - CD"
700,Four (CD),"British pop superstars One Direction have announced the global release of their eagerly anticipated fourth studio album, FOUR, on November 17, 2014. FOUR is the follow-up to their third album MIDNIGHT MEMORIES, the world's bestselling album of 2013.  With a staggering 94 number ones and over 46 million records sold, in just four short years, One Direction have gone from energetic pop upstarts to international superstars. The band's third album MIDNIGHT MEMORIES made them the first band in history to debut at the top of the US Billboard 200 album chart with their first three albums and were named the IFPI's Global Artist of 2013, becoming the biggest selling act in the world.  As the band's song writing becomes more personal with each record, FOUR is set to be their most stunning yet.One Direction - Four - CD:  The album follows the global success of their huge sell out WHERE WE ARE stadium tour and the 3D film documentary THIS IS US.  Add all this to their 3 billion YouTube views, 109 million combined Twitter followers and 33 million Facebook fans and  it's clear that Liam, Harry, Louis, Niall and Zayn genuinely are a worldwide phenomenon. "
